Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CRM,Salesforce.com Inc,156.84,$121.79B,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,8.56,$151.7M,2012,n/a,n/a,https://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",14.78,$1.78B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,3.91,$182.24M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SD,"SandRidge Energy, Inc.",6.54,$233.39M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,0.6365,$17.82M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,0.64,$31.82M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,1.81,$95.03M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SC,Santander Consumer USA Holdings Inc.,23.53,$8.28B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SAP,SAP SE,134.35,$160.37B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,25.4386,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/sab
SAF,Saratoga Investment Corp,25.592,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/saf
SAR,Saratoga Investment Corp,23.65,$183.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,25.76,$16.25B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",55.26,$1.26B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",26.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^c
BFS^D,"Saul Centers, Inc.",24.87,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^d
SLB,Schlumberger N.V.,38.88,$53.85B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",18.04,$1.7B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",31.66,$978.05M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,85.87,$5.07B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,4.42,$314.78M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,25.2082,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SBNA,Scorpio Tankers Inc.,25.28,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,26.07,$1.34B,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),97.69,$5.42B,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
KTF,Scudder Municiple Income Trust,11.21,$442.81M,1988,n/a,n/a,https://www.nasdaq.com/symbol/ktf
KSM,Scudder Strategic Municiple Income Trust,11.73,$131.42M,1989,n/a,n/a,https://www.nasdaq.com/symbol/ksm
SRL,Scully Royalty Ltd.,12.65,$158.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srl
SE,Sea Limited,34.45,$14.25B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",12.84,$793.78M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",44.18,$818.64M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,13.96,$297.22M,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,3.96,$396M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,0.395,$36.27M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,41.7,$6.49B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,9.54,$2.06B,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,24.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,25.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,25.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,24.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^h
SSW^I,Seaspan Corporation,24.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^i
SSWA,Seaspan Corporation,25.7252,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa
SEAS,"SeaWorld Entertainment, Inc.",30.15,$2.37B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,6.65,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,6.468,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",12.11,$1.28B,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,15.52,$2.1B,2009,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem
SEMG,Semgroup Corporation,11.83,$941.02M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SRE,Sempra Energy,141.04,$38.7B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,115.21,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,115.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sre^b
ST,Sensata Technologies Holding plc,48.2,$7.79B,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,73.11,$3.09B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,0.8948,$84.82M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,42.73,$1.53B,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,24.572,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,45.89,$8.36B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",53.45,$7.27B,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",285.74,$53.01B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",66.75,$2.48B,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,20.4,$10.02B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",20.13,$4.7B,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),465.69,$42.99B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,37.94,$17.81B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,12.31,$1.47B,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,326.85,$32.69B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",40,$1.41B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,4.55,$3.04B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,17.63,$920.13M,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",13.22,$155.24M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",164.09,$50.7B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",68.7499,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",64.77,$2.89B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",40.44,$4.38B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SITC,SITE Centers Corp.,13.53,$2.44B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,25.7182,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^a
SITC^J,SITE Centers Corp.,25.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^j
SITC^K,SITE Centers Corp.,25.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",67.25,$2.76B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,50.58,$4.26B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJW,SJW Group,61.09,$1.74B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",24.67,$15.97B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",31.34,$4.93B,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,27.49,$1.56B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,84.52,$7.13B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,26.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i
WORK,"Slack Technologies, Inc.",37.22,$18.76B,2019,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/work
SM,SM Energy Company,11.8,$1.32B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,47.57,$5.07B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",43.8,$19.16B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
SNAP,Snap Inc.,14.56,$19.51B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,161.82,$8.97B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
IPOA,Social Capital Hedosophia Holdings Corp.,10.43,$899.59M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws
SQM,Sociedad Quimica y Minera S.A.,31.26,$8.23B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,4.18,$1.64B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",15.55,$739.99M,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SWI,SolarWinds Corporation,18.77,$5.82B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/swi
SAH,"Sonic Automotive, Inc.",22.51,$969.75M,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,65.4,$6.54B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,53.24,$66.52B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,58.92,$2.75B,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",36.38,$309.59M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",34.02,$3.14B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SJIU,"South Jersey Industries, Inc.",54.49,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu
SCE^G,Southern California Edison Company,21.68,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,24.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,23.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,23.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,21.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^l
SO,Southern Company (The),56.27,$58.54B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),26.47,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),25.85,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),25.44,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc
SCCO,Southern Copper Corporation,39.25,$30.34B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,51.25,$27.83B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",91.24,$4.87B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,3.15,$1.7B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn
SPAQ,Spartan Energy Acquisition Corp,9.99,$689.31M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spaq.ws
SPE,Special Opportunities Fund Inc.,13.64,$115.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe^b
SPB           ,"Spectrum Brands Holdings, Inc.",55.27,$2.7B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",18.59,$759.17M,1995,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk
SR,Spire Inc.,85.49,$4.34B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr
SR^A,Spire Inc.,26.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sr^a
SPR,"Spirit Aerosystems Holdings, Inc.",81.43,$8.6B,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",47.74,$3.27B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
SMTA,Spirit MTA REIT,8.75,$377.65M,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/smta
SRC,"Spirit Realty Capital, Inc.",44.9,$4.44B,2013,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",25.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/src^a
SPOT,Spotify Technology S.A.,148.31,$26.79B,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/spot
SRLP,Sprague Resources LP,18.43,$418.99M,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,6.87,$28.1B,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,32.08,$1.41B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",39.64,$1.69B,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",72.87,$30.82B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),16.6,$999.33M,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",31.24,$3.93B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",27.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stag^c
SSI,"Stage Stores, Inc.",0.79,$22.64M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ssi
SMP,"Standard Motor Products, Inc.",44.14,$986.82M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,68.9,$871.66M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi
SWJ,"Stanley Black & Decker, Inc.",25.63,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",143.45,$21.74B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swk
SWP,"Stanley Black & Decker, Inc.",101.69,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swp
STN,Stantec Inc,24.32,$2.72B,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn
SGU,"Star Group, L.P.",9.91,$496.3M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",7.77,$298.02M,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",23.06,$6.46B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,55.52,$20.72B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,25.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,27.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,25.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^e
STT^G,State Street Corporation,26.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^g
SPLP,Steel Partners Holdings LP,13.8,$344.43M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,21.47,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/splp^a
SCS,Steelcase Inc.,15.46,$1.81B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs
SCA,Stellus Capital Investment Corporation,25.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sca
SCM,Stellus Capital Investment Corporation,14.03,$265.25M,2012,n/a,n/a,https://www.nasdaq.com/symbol/scm
SCL,Stepan Company,89.61,$2.03B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl
STE,STERIS plc,144.92,$12.25B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,20.56,$4.31B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,27.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stl^a
STC,Stewart Information Services Corporation,41.2,$982.47M,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,56.18,$3.98B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,25.981,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf^a
SF^B,Stifel Financial Corporation,26.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sf^b
SFB,Stifel Financial Corporation,25.07,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sfb
STM,STMicroelectronics N.V.,16.98,$15.15B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/stm
EDF,Stone Harbor Emerging Markets Income Fund,13.8,$223.44M,2010,n/a,n/a,https://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,12.92,$125.38M,2012,n/a,n/a,https://www.nasdaq.com/symbol/edi
STON,StoneMor Partners L.P.,1.81,$69.3M,2004,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",32.22,$924.54M,1997,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,34.99,$7.95B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stor
GJH,STRATS Trust,9.6,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,23.1531,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo
GJS,STRATS Trust,20.3168,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,202.72,$75.78B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk
MSC,Studio City International Holdings Limited,20.55,$679.71M,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/msc
RGR,"Sturm, Ruger & Company, Inc.",52.88,$923.18M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",24.63,$1.52B,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,6.97,$48.49B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",11.43,$1.2B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/inn
INN^D,"Summit Hotel Properties, Inc.",25.7488,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^d
INN^E,"Summit Hotel Properties, Inc.",25.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^e
SUM,"Summit Materials, Inc.",17.08,$1.91B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",7.04,$582.17M,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",129.85,$11.29B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui
SLF,Sun Life Financial Inc.,40.59,$24.49B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf
SXCP,"SunCoke Energy Partners, L.P.",11.72,$541.78M,2013,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxcp
SXC,"SunCoke Energy, Inc.",8.22,$535.13M,2011,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,31.6,$49.51B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su
STG,Sunlands Technology Group,2.35,$401.87M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stg
SUN,Sunoco LP,31.1,$2.57B,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",13.57,$3.1B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",26.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",26.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^f
STI,"SunTrust Banks, Inc.",62.33,$27.66B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sti
STI^A,"SunTrust Banks, Inc.",22.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti^a
SPN,"Superior Energy Services, Inc.",1.44,$224.58M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",3.43,$86.14M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sup
SUZ,Suzano S.A.,17.32,$11.68B,2018,Basic Industries,Paper,https://www.nasdaq.com/symbol/suz
SWZ,"Swiss Helvetia Fund, Inc. (The)",7.87,$104.41M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",13.32,$3.27B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch
SYF,Synchrony Financial,34.31,$23.65B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf
SNX,Synnex Corporation,93.96,$4.81B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,33.84,$5.33B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,25.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snv^d
GJP,"Synthetic Fixed-Income Securities, Inc.",21.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",20.5,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt
